DES_SUBGER,DES_REGION,COD_SUC,MAYORISTA,PRODUCTO,CODACTIVOR3,BARRA,DESCGRUPO,SUBGRUPOPROD,DESCMARCAACT,CAPACIDAD,SERIE,SERIEANT,IZQ,FECHAALTA,ANIOALTA,DESCMARCA,DESCSITUACION,CLIENTEESTADO
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400170689,0010104116,Frios,Visifroster,Fogel,12,120820562,F13-F-280-CF-PVP-LED,F13,23/11/2012,2012,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017538,0010075535,Frios,Visifroster,Fogel,12,080611042,F9-280-CF-PVP-V1,F9-,19/08/2008,2008,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400018618,0010083638,Frios,Visifroster,Fogel,12,090410045,F10-280-CF-PVP-V1,F10,12/05/2009,2009,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017495,0010075161,Frios,Visifroster,Fogel,12,080610983,F9-280-CF-PVP-V1,F9-,25/07/2008,2008,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017052,0010065244,Frios,Visifroster,Fogel,12,070215746,280 CF PVPV1,280,16/04/2007,2007,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400016919,0010063950,Frios,Visifroster,Fogel,12,070213843,280 CF PVPV1,280,17/03/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400108237,0010096944,Frios,Visifroster,Fogel,12,110923974,F12-F-X-17-PVP-V1,F12,17/10/2011,2011,Cusqueña,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400018838,0010085834,Frios,Visifroster,Fogel,12,090912144,F10-280 CF-PVP-V1,F10,3/11/2009,2009,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400018642,0010084169,Frios,Visifroster,Fogel,12,090410129,F10-280-CF-PVP-V1,F10,28/05/2009,2009,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017038,0010065206,Frios,Visifroster,Fogel,12,070215864,280 CF PVPV1,280,13/04/2007,2007,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017004,0010064092,Frios,Visifroster,Fogel,12,070214209,280 CF PVPV1,280,17/03/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017001,0010064089,Frios,Visifroster,Fogel,12,070214188,280 CF PVPV1,280,17/03/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400016278,0010058673,Frios,Visifroster,Fogel,12,060910956,280 CF PVPV1,280,2/10/2006,2006,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400018633,0010084160,Frios,Visifroster,Fogel,12,090410180,F10-280-CF-PVP-V1,F10,28/05/2009,2009,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400018486,0010081930,Frios,Visifroster,Fogel,12,081111833,F9-280-CF-PVP-V1,F9-,2/01/2009,2009,Cusqueña,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400016927,0010063959,Frios,Visifroster,Fogel,12,070213793,280 CF PVPV1,280,17/03/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400018853,0010086174,Frios,Visifroster,Fogel,12,090912967,F10-280 CF-PVP-V1,F10,2/11/2009,2009,Cusqueña,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017691,0010076669,Frios,Visifroster,Fogel,12,080612778,F9-280-CF-PVP-V1,F9-,8/09/2008,2008,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017642,0010076602,Frios,Visifroster,Fogel,12,080713811,F9-280-CF-PVP-V1,F9-,25/07/2008,2008,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400016933,0010064003,Frios,Visifroster,Fogel,12,070214052,280 CF PVPV1,280,17/03/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400016911,0010063941,Frios,Visifroster,Fogel,12,070214013,280 CF PVPV1,280,17/03/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400170700,0010104093,Frios,Visifroster,Fogel,12,120820539,F13-F-280-CF-PVP-LED,F13,23/11/2012,2012,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017499,0010075170,Frios,Visifroster,Fogel,12,080610933,F9-280-CF-PVP-V1,F9-,25/07/2008,2008,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400015898,0010058812,Frios,Visifroster,Fogel,12,060911175,280 CF PVPV1,280,9/10/2006,2006,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400042201,0010057966,Frios,Visifroster,Fogel,12,060910046,280 CF PVPV1,280,2/10/2006,2006,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400018438,0010079706,Frios,Visifroster,Fogel,12,080910451,F9-280-CF-PVP-V1,F9-,25/07/2008,2008,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017187,0010067683,Frios,Visifroster,Fogel,12,070914383,F8280CFPVPV1,F82,30/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400170685,0010104103,Frios,Visifroster,Fogel,12,120820549,F13-F-280-CF-PVP-LED,F13,23/11/2012,2012,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400018559,0010083266,Frios,Visifroster,Fogel,12,090311055,F10-280-CF-PVP-V1,F10,27/04/2009,2009,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400018482,0010081649,Frios,Visifroster,Fogel,12,081111629,F9-280-CF-PVP-V1,F9-,24/12/2008,2008,Cusqueña,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017528,0010075519,Frios,Visifroster,Fogel,12,080611157,F9-280-CF-PVP-V1,F9-,19/08/2008,2008,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017012,0010064541,Frios,Visifroster,Fogel,12,070214381,280 CF PVPV1,280,2/04/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400016891,0010063920,Frios,Visifroster,Fogel,12,070214147,280 CF PVPV1,280,17/03/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400018803,0010085695,Frios,Visifroster,Fogel,12,090911959,F10-280 CF-PVP-V1,F10,2/11/2009,2009,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017198,0010067691,Frios,Visifroster,Fogel,12,070914403,F8280CFPVPV1,F82,30/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400016895,0010063924,Frios,Visifroster,Fogel,12,070214198,280 CF PVPV1,280,17/03/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400016477,0010060797,Frios,Visifroster,Fogel,12,060912154,280 CF PVPV1,280,31/10/2006,2006,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400015431,0010063948,Frios,Visifroster,Fogel,12,070213799,280 CF PVPV1,280,17/03/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400018575,0010083300,Frios,Visifroster,Fogel,12,090311109,F10-280-CF-PVP-V1,F10,27/04/2009,2009,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017702,0010076625,Frios,Visifroster,Fogel,12,080713543,F9-280-CF-PVP-V1,F9-,25/07/2008,2008,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400016676,0010060849,Frios,Visifroster,Fogel,12,060912140,280 CF PVPV1,280,31/10/2006,2006,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017195,0010067688,Frios,Visifroster,Fogel,12,070914398,F8280CFPVPV1,F82,30/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017178,0010067674,Frios,Visifroster,Fogel,12,070914409,F8280CFPVPV1,F82,30/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400018845,0010085843,Frios,Visifroster,Fogel,12,090912194,F10-280 CF-PVP-V1,F10,3/11/2009,2009,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400016495,0010060842,Frios,Visifroster,Fogel,12,060912079,280 CF PVPV1,280,31/10/2006,2006,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400018825,0010085812,Frios,Visifroster,Fogel,12,090911883,F10-280 CF-PVP-V1,F10,3/11/2009,2009,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017590,0010076363,Frios,Visifroster,Fogel,12,080612768,F9-280-CF-PVP-V1,F9-,8/09/2008,2008,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400018804,0010085709,Frios,Visifroster,Fogel,12,090912000,F10-280 CF-PVP-V1,F10,2/11/2009,2009,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017706,0010076637,Frios,Visifroster,Fogel,12,080612743,F9-280-CF-PVP-V1,F9-,25/07/2008,2008,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400170698,0010104010,Frios,Visifroster,Fogel,12,120820456,F13-F-280-CF-PVP-LED,F13,23/11/2012,2012,Cristal,Prestado,Inactivo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017705,0010076634,Frios,Visifroster,Fogel,12,080612780,F9-280-CF-PVP-V1,F9-,25/07/2008,2008,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017202,0010067695,Frios,Visifroster,Fogel,12,070914399,F8280CFPVPV1,F82,30/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017181,0010067677,Frios,Visifroster,Fogel,12,070914426,F8280CFPVPV1,F82,30/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400016902,0010063931,Frios,Visifroster,Fogel,12,070213792,280 CF PVPV1,280,17/03/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400016885,0010063914,Frios,Visifroster,Fogel,12,070214197,280 CF PVPV1,280,17/03/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400016851,0010063857,Frios,Visifroster,Fogel,12,070213975,280 CF PVPV1,280,17/03/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400170680,0010104095,Frios,Visifroster,Fogel,12,120820541,F13-F-280-CF-PVP-LED,F13,23/11/2012,2012,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400018631,0010084155,Frios,Visifroster,Fogel,12,090410048,F10-280-CF-PVP-V1,F10,28/05/2009,2009,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400018552,0010083241,Frios,Visifroster,Fogel,12,090311254,F10-280-CF-PVP-V1,F10,27/04/2009,2009,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400018539,0010083214,Frios,Visifroster,Fogel,12,090311259,F10-280-CF-PVP-V1,F10,27/04/2009,2009,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017013,0010064903,Frios,Visifroster,Fogel,12,070214619,280 CF PVPV1,280,11/04/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400016944,0010064014,Frios,Visifroster,Fogel,12,070214086,280 CF PVPV1,280,17/03/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400018799,0010085653,Frios,Visifroster,Fogel,12,090911967,F10-280 CF-PVP-V1,F10,2/11/2009,2009,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400018638,0010084165,Frios,Visifroster,Fogel,12,090410128,F10-280-CF-PVP-V1,F10,28/05/2009,2009,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400018572,0010083297,Frios,Visifroster,Fogel,12,090311078,F10-280-CF-PVP-V1,F10,27/04/2009,2009,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017820,0010076858,Frios,Visifroster,Fogel,12,080711056,F9-280-CF-PVP-V1,F9-,20/09/2008,2008,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017016,0010065168,Frios,Visifroster,Fogel,12,070216041,280 CF PVPV1,280,13/04/2007,2007,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400016997,0010064085,Frios,Visifroster,Fogel,12,070214262,280 CF PVPV1,280,17/03/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400016848,0010063839,Frios,Visifroster,Fogel,12,070213845,280 CF PVPV1,280,17/03/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400170658,0010103983,Frios,Visifroster,Fogel,12,120820429,F13-F-280-CF-PVP-LED,F13,23/11/2012,2012,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017670,0010076731,Frios,Visifroster,Fogel,12,080612792,F9-280-CF-PVP-V1,F9-,25/07/2008,2008,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017558,0010076221,Frios,Visifroster,Fogel,12,080710780,F9-280-CF-PVP-V1,F9-,25/07/2008,2008,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400018807,0010085719,Frios,Visifroster,Fogel,12,090911997,F10-280 CF-PVP-V1,F10,2/11/2009,2009,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400016598,0010058686,Frios,Visifroster,Fogel,12,060911059,280 CF PVPV1,280,2/10/2006,2006,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017497,0010075163,Frios,Visifroster,Fogel,12,080610880,F9-280-CF-PVP-V1,F9-,25/07/2008,2008,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017268,0010069287,Frios,Visifroster,Fogel,12,071010815,F8280CFPVPV1,F82,30/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400016955,0010064026,Frios,Visifroster,Fogel,12,070214137,280 CF PVPV1,280,17/03/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400018537,0010083212,Frios,Visifroster,Fogel,12,090311232,F10-280-CF-PVP-V1,F10,27/04/2009,2009,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400015429,0010071760,Frios,Visifroster,Fogel,12,071111968,F8280CFPVPV1,F82,4/01/2008,2008,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400016998,0010064086,Frios,Visifroster,Fogel,12,070214265,280 CF PVPV1,280,17/03/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400016949,0010064020,Frios,Visifroster,Fogel,12,070214130,280 CF PVPV1,280,17/03/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400016921,0010063952,Frios,Visifroster,Fogel,12,070213818,280 CF PVPV1,280,17/03/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400018548,0010083223,Frios,Visifroster,Fogel,12,090311151,F10-280-CF-PVP-V1,F10,27/04/2009,2009,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400018547,0010083222,Frios,Visifroster,Fogel,12,090311157,F10-280-CF-PVP-V1,F10,27/04/2009,2009,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017808,0010077281,Frios,Visifroster,Fogel,12,080811169,F9-280-CF-PVP-V1,F9-,20/09/2008,2008,Cusqueña,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017188,0010067684,Frios,Visifroster,Fogel,12,070914417,F8280CFPVPV1,F82,30/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400015763,0010063962,Frios,Visifroster,Fogel,12,070213805,280 CF PVPV1,280,17/03/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400016838,0010063817,Frios,Visifroster,Fogel,12,070213917,280 CF PVPV1,280,17/03/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400170682,0010104098,Frios,Visifroster,Fogel,12,120820544,F13-F-280-CF-PVP-LED,F13,23/11/2012,2012,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400108073,0010096840,Frios,Visifroster,Fogel,12,110923415,F12-F-X-17-PVP-V1,F12,17/10/2011,2011,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017589,0010076362,Frios,Visifroster,Fogel,12,080612773,F9-280-CF-PVP-V1,F9-,8/09/2008,2008,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017180,0010067676,Frios,Visifroster,Fogel,12,070914413,F8280CFPVPV1,F82,30/10/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017075,0010066636,Frios,Visifroster,Fogel,12,070213983,280 CF PVPV1,280,7/04/2007,2007,Cristal,Prestado,Inactivo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017068,0010065695,Frios,Visifroster,Fogel,12,070215239,280 CF PVPV1,280,7/04/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400016934,0010064004,Frios,Visifroster,Fogel,12,070214072,280 CF PVPV1,280,17/03/2007,2007,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400018570,0010083295,Frios,Visifroster,Fogel,12,090311119,F10-280-CF-PVP-V1,F10,27/04/2009,2009,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400018544,0010083219,Frios,Visifroster,Fogel,12,090311160,F10-280-CF-PVP-V1,F10,27/04/2009,2009,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017667,0010076726,Frios,Visifroster,Fogel,12,080612789,F9-280-CF-PVP-V1,F9-,25/07/2008,2008,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400016007,0010057871,Frios,Visifroster,Fogel,12,060910290,280 CF PVPV1,280,2/10/2006,2006,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400018550,0010083225,Frios,Visifroster,Fogel,12,090311142,F10-280-CF-PVP-V1,F10,27/04/2009,2009,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400015908,0010058718,Frios,Visifroster,Fogel,12,060910812,280 CF PVPV1,280,2/10/2006,2006,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400018551,0010083226,Frios,Visifroster,Fogel,12,090311170,F10-280-CF-PVP-V1,F10,27/04/2009,2009,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017613,0010076426,Frios,Visifroster,Fogel,12,080613621,F9-280-CF-PVP-V1,F9-,8/09/2008,2008,Pilsen Callao,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017539,0010075537,Frios,Visifroster,Fogel,12,080611066,F9-280-CF-PVP-V1,F9-,19/08/2008,2008,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400017524,0010075490,Frios,Visifroster,Fogel,12,080611028,F9-280-CF-PVP-V1,F9-,19/08/2008,2008,Cristal,Prestado,Activo
Provincias,06 Centro,CMA,0017492 San Ignacio Huancayo - Huancayo,006494 VisiFroster 19p 1 Pta,000000000400016853,0010063876,Frios,Visifroster,Fogel,12,070213997,280 CF PVPV1,280,17/03/2007,2007,Cristal,Prestado,Activo
